Sample,Pooled,Year,SITE,TreatmentDay,GENE,G_annotation,COVERAGE,VAF,VF,SNP,PooledSize,PooledGroup
18GNLa00xp018PfF1290,Pooled,18,Lay-Sarè,00,K13,I543T,2604,0%,0,I543,5,18
18GNLa00xp025PfF1290,Pooled,18,Lay-Sarè,00,K13,C469F,2614,0%,0,C469,5,25
18GNLa00xp025PfF1290,Pooled,18,Lay-Sarè,00,K13,C469Y,2614,0%,0,C469,5,25
19GNDo00xp027PfF1290,Pooled,19,Dorota,00,K13,Y493H,2579,0%,0,Y493,5,27
18GNMa00xp023PfF1290,Pooled,18,Maferinyah,00,K13,M476I,264,0%,0,M476,5,23
18GNMa00xp043PfF1153,Pooled,18,Maferinyah,00,DHFR,A16V,266,0%,0,A16,6,26
19GNHa00xp019PfF1290,Pooled,19,Hamdalaye,00,K13,R515K,2612,0%,0,R515,5,19
19GNHa00xp032PfF1290,Pooled,19,Hamdalaye,00,K13,P441L,2588,0%,0,P441,5,32
19GNHa00xp027PfF1290,Pooled,19,Hamdalaye,00,K13,V568G,2613,0%,0,V568,5,27
18GNMa00xp011PfF1290,Pooled,18,Maferinyah,00,mitochondrial genome - CYTB CDS,I258M,259,0%,0,I258,5,11
18GNMa00xp038PfF1290,Pooled,18,Maferinyah,00,DHFR,I164L,263,0%,0,I164,5,38
18GNLa00xp018PfF1290,Pooled,18,Lay-Sarè,00,K13,P527H,2593,0%,0,P527,5,18
18GNLa00xp018PfF1290,Pooled,18,Lay-Sarè,00,K13,G449A,2598,0%,0,G449,5,18
19GNDo00xp027PfF1290,Pooled,19,Dorota,00,K13,A578S,2604,0%,0,A578,5,27
17GNDo00xp040PfF1153,Pooled,17,Dorota,00,K13,V568G,26,0%,0,V568,1,26
17GNHa00xp040PfF1153,Pooled,17,Hamdalaye,00,K13,N458Y,26,0%,0,N458,1,26
18GNLa00xp003PfF1290,Pooled,18,Lay-Sarè,00,DHPS,K540E,26,0%,0,K540,5,3
18GNLa00xp005PfF1290,Pooled,18,Lay-Sarè,00,K13,R539T,26,0%,0,R539,5,5
18GNLa00xp028PfF1153,Pooled,18,Lay-Sarè,00,PfCRT,N75E,26,0%,0,N75,8,26
18GNLa00xp028PfF1153,Pooled,18,Lay-Sarè,00,PfCRT,T93S,26,0%,0,T93,8,26
18GNMa00xp010PfF1290,Pooled,18,Maferinyah,00,PfCRT,T93S,26,0%,0,T93,5,10
18GNMa00xp010PfF1290,Pooled,18,Maferinyah,00,PfCRT,H97Y,26,0%,0,H97,5,10
18GNMa00xp029PfF1290,Pooled,18,Maferinyah,00,K13,P527H,26,0%,0,P527,5,29
18GNMa00xp029PfF1290,Pooled,18,Maferinyah,00,K13,R539T,26,0%,0,R539,5,29
18GNMa00xp034PfF1290,Pooled,18,Maferinyah,00,PfCRT,T93S,26,0%,0,T93,5,34
18GNMa00xp034PfF1290,Pooled,18,Maferinyah,00,PfCRT,H97Y,26,0%,0,H97,5,34
18GNMa00xp036PfF1290,Pooled,18,Maferinyah,00,PfCRT,Q271E,26,0%,0,Q271,5,36
18GNMa00xp037PfF1290,Pooled,18,Maferinyah,00,PfCRT,V73V,26,0%,0,V73,5,37
18GNMa00xp037PfF1290,Pooled,18,Maferinyah,00,PfCRT,H97Y,26,0%,0,H97,5,37
18GNMa00xp046PfF1153,Pooled,18,Maferinyah,00,K13,M476I,26,0%,0,M476,1,26
19GNDo00xp008PfF1290,Pooled,19,Dorota,00,PfCRT,V73V,26,0%,0,V73,5,8
19GNDo00xp008PfF1290,Pooled,19,Dorota,00,PfCRT,M74I,26,0%,0,M74,5,8
19GNDo00xp008PfF1290,Pooled,19,Dorota,00,PfCRT,N75E,26,0%,0,N75,5,8
19GNDo00xp008PfF1290,Pooled,19,Dorota,00,PfCRT,K76T,26,0%,0,K76,5,8
19GNDo00xp008PfF1290,Pooled,19,Dorota,00,PfCRT,C350R,26,0%,0,C350,5,8
19GNDo00xp014PfF1290,Pooled,19,Dorota,00,DHFR,A16V,26,0%,0,A16,5,14
19GNDo00xp030PfF1290,Pooled,19,Dorota,00,PfCRT,Q271E,26,0%,0,Q271,5,30
19GNDo00xp047PfF1153,Pooled,19,Dorota,00,PfCRT,Q271E,26,0%,0,Q271,3,26
19GNDo00xp048PfF1153,Pooled,19,Dorota,00,PfCRT,C72S,26,0%,0,C72,5,26
19GNDo00xp048PfF1153,Pooled,19,Dorota,00,PfCRT,V73V,26,0%,0,V73,5,26
19GNDo00xp050PfF1153,Pooled,19,Dorota,00,K13,F446I,26,0%,0,F446,1,26
19GNHa00xp011PfF1290,Pooled,19,Hamdalaye,00,PfCRT,M74I,26,0%,0,M74,5,11
19GNHa00xp011PfF1290,Pooled,19,Hamdalaye,00,PfCRT,N75E,26,0%,0,N75,5,11
19GNHa00xp011PfF1290,Pooled,19,Hamdalaye,00,PfCRT,K76T,26,0%,0,K76,5,11
19GNHa00xp011PfF1290,Pooled,19,Hamdalaye,00,PfCRT,F145I,26,0%,0,F145,5,11
19GNHa00xp016PfF1290,Pooled,19,Hamdalaye,00,PfCRT,I218F,26,0%,0,I218,5,16
19GNHa00xp016PfF1290,Pooled,19,Hamdalaye,00,PfCRT,M343L,26,0%,0,M343,5,16
19GNHa00xp029PfF1290,Pooled,19,Hamdalaye,00,PfCRT,C72S,26,0%,0,C72,5,29
19GNHa00xp029PfF1290,Pooled,19,Hamdalaye,00,PfCRT,V73V,26,0%,0,V73,5,29
19GNHa00xp029PfF1290,Pooled,19,Hamdalaye,00,PfCRT,M74I,26,0%,0,M74,5,29
19GNHa00xp029PfF1290,Pooled,19,Hamdalaye,00,PfCRT,N75E,26,0%,0,N75,5,29
19GNHa00xp029PfF1290,Pooled,19,Hamdalaye,00,PfCRT,K76T,26,0%,0,K76,5,29
19GNHa00xp029PfF1290,Pooled,19,Hamdalaye,00,PfCRT,F145I,26,0%,0,F145,5,29
19GNHa00xp049PfF1153,Pooled,19,Hamdalaye,00,DHPS,A581G,26,0%,0,A581,5,26
17GNHa00xp039PfF1153,Pooled,17,Hamdalaye,00,DHPS,A581G,27,0%,0,A581,4,26
18GNLa00xp015PfF1290,Pooled,18,Lay-Sarè,00,PfCRT,C72S,27,0%,0,C72,5,15
18GNLa00xp024PfF1290,Pooled,18,Lay-Sarè,00,PfCRT,C72S,27,0%,0,C72,5,24
18GNMa00xp019PfF1290,Pooled,18,Maferinyah,00,PfCRT,T93S,27,0%,0,T93,5,19
18GNMa00xp029PfF1290,Pooled,18,Maferinyah,00,K13,G538V,27,0%,0,G538,5,29
18GNMa00xp029PfF1290,Pooled,18,Maferinyah,00,K13,I543T,27,0%,0,I543,5,29
18GNLa00xp028PfF1153,Pooled,18,Lay-Sarè,00,PfCRT,K76T,28,0%,0,K76,8,26
18GNMa00xp046PfF1153,Pooled,18,Maferinyah,00,DHFR,A16V,28,0%,0,A16,1,26
19GNHa00xp022PfF1290,Pooled,19,Hamdalaye,00,PfCRT,I356T,28,0%,0,I356,4,22
18GNMa00xp027PfF1290,Pooled,18,Maferinyah,00,K13,A675V,261,0%,0,A675,5,27
18GNLa00xp021PfF1290,Pooled,18,Lay-Sarè,00,mitochondrial genome - CYTB CDS,Y268N,263,0%,0,Y268,5,21
19GNDo00xp027PfF1290,Pooled,19,Dorota,00,K13,C580Y,2610,0%,0,C580,5,27
19GNHa00xp010PfF1290,Pooled,19,Hamdalaye,00,K13,I543T,261,0%,0,I543,5,10
18GNLa00xp011PfF1290,Pooled,18,Lay-Sarè,00,K13,G449A,262,0%,0,G449,5,11
19GNDo00xp038PfF1290,Pooled,19,Dorota,00,K13,F446I,263,0%,0,F446,2,38
18GNLa00xp004PfF1290,Pooled,18,Lay-Sarè,00,K13,I543T,267,0%,0,I543,5,4
19GNDo00xp038PfF1290,Pooled,19,Dorota,00,K13,I543T,270,0%,0,I543,2,38
19GNHa00xp032PfF1290,Pooled,19,Hamdalaye,00,K13,I543T,2671,0%,0,I543,5,32
18GNMa00xp003PfF1290,Pooled,18,Maferinyah,00,mitochondrial genome - CYTB CDS,Y268N,262,0%,0,Y268,5,3
18GNMa00xp007PfF1290,Pooled,18,Maferinyah,00,K13,I543T,263,0%,0,I543,5,7
19GNHa00xp034PfF1290,Pooled,19,Hamdalaye,00,DHPS,A613S,263,0%,0,A613,5,34
19GNHa00xp014PfF1290,Pooled,19,Hamdalaye,00,PfCRT,F145I,263,0%,0,F145,5,14
19GNHa00xp028PfF1290,Pooled,19,Hamdalaye,00,PfCRT,F145I,263,0%,0,F145,5,28
18GNMa00xp035PfF1290,Pooled,18,Maferinyah,00,DHFR,A16V,267,0%,0,A16,5,35
19GNHa00xp027PfF1290,Pooled,19,Hamdalaye,00,K13,P574L,2640,0%,0,P574,5,27
18GNLa00xp013PfF1290,Pooled,18,Lay-Sarè,00,K13,P441L,265,0%,0,P441,5,13
17GNDo00xp042PfF1153,Pooled,17,Dorota,00,K13,N537I,266,0%,0,N537,4,26
18GNLa00xp004PfF1290,Pooled,18,Lay-Sarè,00,K13,R539T,266,0%,0,R539,5,4
18GNLa00xp004PfF1290,Pooled,18,Lay-Sarè,00,K13,N537I,267,0%,0,N537,5,4
18GNMa00xp006PfF1290,Pooled,18,Maferinyah,00,K13,I543T,268,0%,0,I543,5,6
19GNHa00xp032PfF1290,Pooled,19,Hamdalaye,00,K13,P553L,2720,0%,0,P553,5,32
19GNHa00xp027PfF1290,Pooled,19,Hamdalaye,00,K13,D584V,2661,0%,0,D584,5,27
18GNMa00xp004PfF1290,Pooled,18,Maferinyah,00,K13,P574L,267,0%,0,P574,5,4
18GNLa00xp013PfF1290,Pooled,18,Lay-Sarè,00,K13,F446I,268,0%,0,F446,5,13
18GNLa00xp018PfF1290,Pooled,18,Lay-Sarè,00,K13,P553L,2714,0%,0,P553,5,18
19GNDo00xp027PfF1290,Pooled,19,Dorota,00,K13,D584V,2670,0%,0,D584,5,27
18GNLa00xp004PfF1290,Pooled,18,Lay-Sarè,00,K13,R622I,266,0%,0,R622,5,4
19GNDo00xp032PfF1290,Pooled,19,Dorota,00,PfCRT,F145I,266,0%,0,F145,4,32
19GNDo00xp038PfF1290,Pooled,19,Dorota,00,K13,P553L,269,0%,0,P553,2,38
19GNHa00xp005PfF1290,Pooled,19,Hamdalaye,00,K13,I543T,270,0%,0,I543,5,5
19GNHa00xp004PfF1290,Pooled,19,Hamdalaye,00,K13,I543T,272,0%,0,I543,5,4
19GNHa00xp027PfF1290,Pooled,19,Hamdalaye,00,K13,C580Y,2662,0%,0,C580,5,27
18GNLa00xp025PfF1290,Pooled,18,Lay-Sarè,00,K13,C580Y,2676,0%,0,C580,5,25
18GNLa00xp004PfF1290,Pooled,18,Lay-Sarè,00,K13,G538V,267,0%,0,G538,5,4
18GNMa00xp044PfF1153,Pooled,18,Maferinyah,00,K13,R515K,268,0%,0,R515,3,26
18GNMa00xp023PfF1290,Pooled,18,Maferinyah,00,K13,C469F,271,0%,0,C469,5,23
18GNMa00xp023PfF1290,Pooled,18,Maferinyah,00,K13,C469Y,271,0%,0,C469,5,23
19GNHa00xp048PfF1153,Pooled,19,Hamdalaye,00,DHFR,I164L,276,0%,0,I164,3,26
19GNHa00xp032PfF1290,Pooled,19,Hamdalaye,00,K13,N537I,2690,0%,0,N537,5,32
18GNLa00xp025PfF1290,Pooled,18,Lay-Sarè,00,K13,M476I,2695,0%,0,M476,5,25
18GNLa00xp025PfF1290,Pooled,18,Lay-Sarè,00,K13,R515K,2689,0%,0,R515,5,25
19GNDo00xp028PfF1290,Pooled,19,Dorota,00,DHPS,A581G,268,0%,0,A581,5,28
18GNLa00xp010PfF1290,Pooled,18,Lay-Sarè,00,K13,I543T,275,0%,0,I543,5,10
19GNDo00xp038PfF1290,Pooled,19,Dorota,00,K13,R561H,275,0%,0,R561,2,38
19GNHa00xp032PfF1290,Pooled,19,Hamdalaye,00,K13,R539T,2700,0%,0,R539,5,32
18GNLa00xp024PfF1290,Pooled,18,Lay-Sarè,00,DHFR,A16V,2734,0%,0,A16,5,24
18GNLa00xp025PfF1290,Pooled,18,Lay-Sarè,00,K13,D584V,2709,0%,0,D584,5,25
19GNDo00xp034PfF1290,Pooled,19,Dorota,00,K13,I543T,2714,0%,0,I543,5,34
19GNHa00xp010PfF1290,Pooled,19,Hamdalaye,00,K13,A675V,270,0%,0,A675,5,10
17GNDo00xp042PfF1153,Pooled,17,Dorota,00,K13,G538V,272,0%,0,G538,4,26
19GNHa00xp036PfF1290,Pooled,19,Hamdalaye,00,DHFR,A16V,273,0%,0,A16,1,36
18GNLa00xp010PfF1290,Pooled,18,Lay-Sarè,00,K13,V568G,275,0%,0,V568,5,10
18GNLa00xp025PfF1290,Pooled,18,Lay-Sarè,00,K13,A578S,2697,0%,0,A578,5,25
17GNHa00xp037PfF1153,Pooled,17,Hamdalaye,00,DHPS,S436A,27,0%,0,S436,4,26
18GNLa00xp005PfF1290,Pooled,18,Lay-Sarè,00,K13,F446I,27,0%,0,F446,5,5
18GNLa00xp019PfF1290,Pooled,18,Lay-Sarè,00,DHPS,A581G,27,0%,0,A581,5,19
18GNLa00xp024PfF1290,Pooled,18,Lay-Sarè,00,PfCRT,V73V,27,0%,0,V73,5,24
18GNLa00xp024PfF1290,Pooled,18,Lay-Sarè,00,PfCRT,M74I,27,0%,0,M74,5,24
18GNMa00xp001PfF1290,Pooled,18,Maferinyah,00,mitochondrial genome - CYTB CDS,I258M,27,0%,0,I258,5,1
18GNMa00xp008PfF1290,Pooled,18,Maferinyah,00,K13,P441L,27,0%,0,P441,5,8
18GNMa00xp009PfF1290,Pooled,18,Maferinyah,00,DHPS,A581G,27,0%,0,A581,5,9
18GNMa00xp029PfF1290,Pooled,18,Maferinyah,00,K13,R622I,27,0%,0,R622,5,29
18GNMa00xp037PfF1290,Pooled,18,Maferinyah,00,PfCRT,M74I,27,0%,0,M74,5,37
18GNMa00xp037PfF1290,Pooled,18,Maferinyah,00,PfCRT,T93S,27,0%,0,T93,5,37
19GNDo00xp014PfF1290,Pooled,19,Dorota,00,DHFR,I164L,27,0%,0,I164,5,14
19GNDo00xp048PfF1153,Pooled,19,Dorota,00,PfCRT,M74I,27,0%,0,M74,5,26
19GNDo00xp048PfF1153,Pooled,19,Dorota,00,PfCRT,T93S,27,0%,0,T93,5,26
19GNDo00xp050PfF1153,Pooled,19,Dorota,00,K13,A481V,27,0%,0,A481,1,26
19GNDo00xp050PfF1153,Pooled,19,Dorota,00,K13,R561H,27,0%,0,R561,1,26
19GNHa00xp001PfF1290,Pooled,19,Hamdalaye,00,K13,F446I,27,0%,0,F446,5,1
19GNHa00xp004PfF1290,Pooled,19,Hamdalaye,00,DHFR,A16V,27,0%,0,A16,5,4
19GNHa00xp004PfF1290,Pooled,19,Hamdalaye,00,PfCRT,F145I,27,0%,0,F145,5,4
19GNHa00xp030PfF1290,Pooled,19,Hamdalaye,00,DHPS,A581G,27,0%,0,A581,5,30
18GNLa00xp005PfF1290,Pooled,18,Lay-Sarè,00,DHPS,S436A,28,0%,0,S436,5,5
18GNLa00xp005PfF1290,Pooled,18,Lay-Sarè,00,K13,I543T,28,0%,0,I543,5,5
18GNMa00xp029PfF1290,Pooled,18,Maferinyah,00,K13,N537I,28,0%,0,N537,5,29
19GNDo00xp048PfF1153,Pooled,19,Dorota,00,PfCRT,N75E,28,0%,0,N75,5,26
18GNLa00xp005PfF1290,Pooled,18,Lay-Sarè,00,K13,R561H,29,0%,0,R561,5,5
19GNDo00xp017PfF1290,Pooled,19,Dorota,00,DHPS,K540E,30,0%,0,K540,5,17
19GNHa00xp005PfF1290,Pooled,19,Hamdalaye,00,K13,P441L,270,0%,0,P441,5,5
18GNMa00xp004PfF1290,Pooled,18,Maferinyah,00,K13,V568G,271,0%,0,V568,5,4
18GNMa00xp030PfF1290,Pooled,18,Maferinyah,00,PfCRT,T93S,271,0%,0,T93,5,30
18GNMa00xp004PfF1290,Pooled,18,Maferinyah,00,K13,P553L,272,0%,0,P553,5,4
17GNDo00xp042PfF1153,Pooled,17,Dorota,00,K13,R539T,273,0%,0,R539,4,26
18GNLa00xp013PfF1290,Pooled,18,Lay-Sarè,00,K13,R515K,273,0%,0,R515,5,13
19GNDo00xp006PfF1290,Pooled,19,Dorota,00,K13,C469F,276,0%,0,C469,5,6
19GNDo00xp006PfF1290,Pooled,19,Dorota,00,K13,C469Y,276,0%,0,C469,5,6
18GNMa00xp001PfF1290,Pooled,18,Maferinyah,00,K13,N537I,281,0%,0,N537,5,1
19GNHa00xp032PfF1290,Pooled,19,Hamdalaye,00,K13,G538V,2711,0%,0,G538,5,32
18GNLa00xp017PfF1290,Pooled,18,Lay-Sarè,00,K13,A675V,271,0%,0,A675,5,17
18GNMa00xp004PfF1290,Pooled,18,Maferinyah,00,K13,D584V,271,0%,0,D584,5,4
19GNDo00xp038PfF1290,Pooled,19,Dorota,00,mitochondrial genome - CYTB CDS,Y268N,271,0%,0,Y268,2,38
19GNHa00xp006PfF1290,Pooled,19,Hamdalaye,00,K13,P527H,272,0%,0,P527,5,6
18GNMa00xp023PfF1290,Pooled,18,Maferinyah,00,K13,Y493H,273,0%,0,Y493,5,23
19GNDo00xp038PfF1290,Pooled,19,Dorota,00,K13,P574L,273,0%,0,P574,2,38
18GNMa00xp032PfF1290,Pooled,18,Maferinyah,00,DHFR,A16V,275,0%,0,A16,5,32
19GNHa00xp035PfF1290,Pooled,19,Hamdalaye,00,PfCRT,C72S,276,0%,0,C72,5,35
18GNLa00xp025PfF1290,Pooled,18,Lay-Sarè,00,K13,A481V,2717,0%,0,A481,5,25
19GNHa00xp021PfF1290,Pooled,19,Hamdalaye,00,mitochondrial genome - CYTB CDS,Y268N,2725,0%,0,Y268,5,21
18GNLa00xp018PfF1290,Pooled,18,Lay-Sarè,00,K13,R561H,2756,0%,0,R561,5,18
19GNDo00xp011PfF1290,Pooled,19,Dorota,00,K13,P441L,272,0%,0,P441,5,11
18GNLa00xp010PfF1290,Pooled,18,Lay-Sarè,00,K13,R539T,273,0%,0,R539,5,10
18GNMa00xp030PfF1290,Pooled,18,Maferinyah,00,PfCRT,H97Y,273,0%,0,H97,5,30
19GNDo00xp019PfF1290,Pooled,19,Dorota,00,DHPS,A581G,273,0%,0,A581,5,19
17GNDo00xp042PfF1153,Pooled,17,Dorota,00,K13,I543T,280,0%,0,I543,4,26
19GNHa00xp027PfF1290,Pooled,19,Hamdalaye,00,K13,A578S,2734,0%,0,A578,5,27
19GNHa00xp032PfF1290,Pooled,19,Hamdalaye,00,K13,P527H,2726,0%,0,P527,5,32
18GNMa00xp035PfF1290,Pooled,18,Maferinyah,00,DHPS,A613S,273,0%,0,A613,5,35
18GNLa00xp019PfF1290,Pooled,18,Lay-Sarè,00,mitochondrial genome - CYTB CDS,Y268N,274,0%,0,Y268,5,19
19GNDo00xp014PfF1290,Pooled,19,Dorota,00,K13,A675V,274,0%,0,A675,5,14
19GNDo00xp038PfF1290,Pooled,19,Dorota,00,K13,N537I,274,0%,0,N537,2,38
19GNDo00xp038PfF1290,Pooled,19,Dorota,00,K13,V568G,275,0%,0,V568,2,38
19GNDo00xp015PfF1290,Pooled,19,Dorota,00,K13,F446I,276,0%,0,F446,5,15
19GNDo00xp019PfF1290,Pooled,19,Dorota,00,DHFR,A16V,277,0%,0,A16,5,19
18GNLa00xp025PfF1290,Pooled,18,Lay-Sarè,00,K13,Y493H,2743,0%,0,Y493,5,25
19GNDo00xp038PfF1290,Pooled,19,Dorota,00,K13,R539T,274,0%,0,R539,2,38
18GNLa00xp010PfF1290,Pooled,18,Lay-Sarè,00,K13,G538V,275,0%,0,G538,5,10
19GNDo00xp038PfF1290,Pooled,19,Dorota,00,K13,G538V,276,0%,0,G538,2,38
18GNLa00xp004PfF1290,Pooled,18,Lay-Sarè,00,K13,P553L,280,0%,0,P553,5,4
19GNDo00xp034PfF1290,Pooled,19,Dorota,00,K13,D584V,2755,0%,0,D584,5,34
18GNLa00xp023PfF1290,Pooled,18,Lay-Sarè,00,K13,N458Y,2748,0%,0,N458,5,23
19GNDo00xp038PfF1290,Pooled,19,Dorota,00,K13,P527H,276,0%,0,P527,2,38
19GNHa00xp031PfF1290,Pooled,19,Hamdalaye,00,DHFR,I164L,276,0%,0,I164,5,31
18GNMa00xp042PfF1153,Pooled,18,Maferinyah,00,DHFR,A16V,279,0%,0,A16,4,26
19GNHa00xp026PfF1290,Pooled,19,Hamdalaye,00,DHPS,A581G,277,0%,0,A581,5,26
18GNMa00xp004PfF1290,Pooled,18,Maferinyah,00,K13,R561H,279,0%,0,R561,5,4
19GNDo00xp035PfF1290,Pooled,19,Dorota,00,K13,P527H,2768,0%,0,P527,5,35
18GNLa00xp010PfF1290,Pooled,18,Lay-Sarè,00,K13,N537I,277,0%,0,N537,5,10
18GNMa00xp004PfF1290,Pooled,18,Maferinyah,00,K13,C580Y,277,0%,0,C580,5,4
17GNDo00xp042PfF1153,Pooled,17,Dorota,00,K13,R622I,278,0%,0,R622,4,26
18GNLa00xp011PfF1290,Pooled,18,Lay-Sarè,00,K13,R622I,278,0%,0,R622,5,11
18GNLa00xp004PfF1290,Pooled,18,Lay-Sarè,00,K13,R561H,279,0%,0,R561,5,4
19GNHa00xp009PfF1290,Pooled,19,Hamdalaye,00,K13,I543T,279,0%,0,I543,5,9
18GNLa00xp018PfF1290,Pooled,18,Lay-Sarè,00,K13,V568G,2822,0%,0,V568,5,18
19GNDo00xp035PfF1290,Pooled,19,Dorota,00,K13,N458Y,2781,0%,0,N458,5,35
19GNHa00xp032PfF1290,Pooled,19,Hamdalaye,00,K13,R561H,2826,0%,0,R561,5,32
18GNLa00xp013PfF1290,Pooled,18,Lay-Sarè,00,K13,G449A,278,0%,0,G449,5,13
19GNDo00xp022PfF1290,Pooled,19,Dorota,00,K13,A675V,278,0%,0,A675,5,22
18GNLa00xp004PfF1290,Pooled,18,Lay-Sarè,00,K13,P527H,280,0%,0,P527,5,4
18GNLa00xp027PfF1153,Pooled,18,Lay-Sarè,00,K13,N537I,285,0%,0,N537,1,26
18GNLa00xp015PfF1290,Pooled,18,Lay-Sarè,00,DHFR,A16V,286,0%,0,A16,5,15
19GNHa00xp034PfF1290,Pooled,19,Hamdalaye,00,PfCRT,C72S,290,0%,0,C72,5,34
19GNDo00xp034PfF1290,Pooled,19,Dorota,00,K13,C580Y,2792,0%,0,C580,5,34
19GNDo00xp034PfF1290,Pooled,19,Dorota,00,K13,P553L,2798,0%,0,P553,5,34
19GNDo00xp034PfF1290,Pooled,19,Dorota,00,K13,P574L,2798,0%,0,P574,5,34
19GNDo00xp034PfF1290,Pooled,19,Dorota,00,K13,R561H,2811,0%,0,R561,5,34
18GNLa00xp010PfF1290,Pooled,18,Lay-Sarè,00,K13,P574L,280,0%,0,P574,5,10
19GNHa00xp004PfF1290,Pooled,19,Hamdalaye,00,K13,R561H,280,0%,0,R561,5,4
19GNHa00xp004PfF1290,Pooled,19,Hamdalaye,00,K13,A578S,283,0%,0,A578,5,4
19GNHa00xp006PfF1290,Pooled,19,Hamdalaye,00,K13,I543T,287,0%,0,I543,5,6
19GNHa00xp032PfF1290,Pooled,19,Hamdalaye,00,K13,F446I,2812,0%,0,F446,5,32
18GNLa00xp023PfF1290,Pooled,18,Lay-Sarè,00,K13,C469F,2854,0%,0,C469,5,23
18GNLa00xp023PfF1290,Pooled,18,Lay-Sarè,00,K13,C469Y,2854,0%,0,C469,5,23
17GNDo00xp039PfF1153,Pooled,17,Dorota,00,DHPS,K540E,28,0%,0,K540,1,26
17GNDo00xp040PfF1153,Pooled,17,Dorota,00,K13,R561H,28,0%,0,R561,1,26
17GNDo00xp040PfF1153,Pooled,17,Dorota,00,K13,D584V,28,0%,0,D584,1,26
18GNLa00xp005PfF1290,Pooled,18,Lay-Sarè,00,K13,P527H,28,0%,0,P527,5,5
18GNLa00xp015PfF1290,Pooled,18,Lay-Sarè,00,PfCRT,V73V,28,0%,0,V73,5,15
18GNLa00xp018PfF1290,Pooled,18,Lay-Sarè,00,PfCRT,F145I,28,0%,0,F145,5,18
18GNLa00xp024PfF1290,Pooled,18,Lay-Sarè,00,mitochondrial genome - CYTB CDS,I258M,28,0%,0,I258,5,24
18GNLa00xp024PfF1290,Pooled,18,Lay-Sarè,00,PfCRT,N75E,28,0%,0,N75,5,24
18GNLa00xp024PfF1290,Pooled,18,Lay-Sarè,00,PfCRT,K76T,28,0%,0,K76,5,24
18GNMa00xp001PfF1290,Pooled,18,Maferinyah,00,DHFR,A16V,28,0%,0,A16,5,1
18GNMa00xp002PfF1290,Pooled,18,Maferinyah,00,mitochondrial genome - CYTB CDS,Y268N,28,0%,0,Y268,5,2
18GNMa00xp009PfF1290,Pooled,18,Maferinyah,00,PfCRT,F145I,28,0%,0,F145,5,9
18GNMa00xp029PfF1290,Pooled,18,Maferinyah,00,K13,M476I,28,0%,0,M476,5,29
18GNMa00xp029PfF1290,Pooled,18,Maferinyah,00,K13,R515K,28,0%,0,R515,5,29
18GNMa00xp029PfF1290,Pooled,18,Maferinyah,00,K13,A578S,28,0%,0,A578,5,29
18GNMa00xp037PfF1290,Pooled,18,Maferinyah,00,PfCRT,N75E,28,0%,0,N75,5,37
18GNMa00xp037PfF1290,Pooled,18,Maferinyah,00,PfCRT,K76T,28,0%,0,K76,5,37
19GNDo00xp008PfF1290,Pooled,19,Dorota,00,PfCRT,M343L,28,0%,0,M343,5,8
19GNDo00xp032PfF1290,Pooled,19,Dorota,00,PfMDR1 ,N86Y,28,0%,0,N86,4,32
19GNDo00xp036PfF1290,Pooled,19,Dorota,00,PfMDR1 ,S1034C,28,0%,0,S1034,5,36
19GNDo00xp036PfF1290,Pooled,19,Dorota,00,PfMDR1 ,N1042D,28,0%,0,N1042,5,36
19GNDo00xp050PfF1153,Pooled,19,Dorota,00,K13,Y493H,28,0%,0,Y493,1,26
19GNHa00xp029PfF1290,Pooled,19,Hamdalaye,00,PfCRT,T93S,28,0%,0,T93,5,29
19GNHa00xp032PfF1290,Pooled,19,Hamdalaye,00,PfMDR1 ,N1042D,28,0%,0,N1042,5,32
18GNLa00xp030PfF1153,Pooled,18,Lay-Sarè,00,DHPS,A613S,29,0%,0,A613,5,26
18GNMa00xp014PfF1290,Pooled,18,Maferinyah,00,DHFR,I164L,29,0%,0,I164,5,14
19GNHa00xp027PfF1290,Pooled,19,Hamdalaye,00,PfCRT,C72S,29,0%,0,C72,5,27
19GNDo00xp048PfF1153,Pooled,19,Dorota,00,PfCRT,K76T,30,0%,0,K76,5,26
18GNMa00xp029PfF1290,Pooled,18,Maferinyah,00,K13,C469F,31,0%,0,C469,5,29
18GNMa00xp029PfF1290,Pooled,18,Maferinyah,00,K13,C469Y,31,0%,0,C469,5,29
18GNMa00xp015PfF1290,Pooled,18,Maferinyah,00,K13,A675V,280,0%,0,A675,5,15
18GNMa00xp004PfF1290,Pooled,18,Maferinyah,00,K13,A578S,281,0%,0,A578,5,4
19GNDo00xp014PfF1290,Pooled,19,Dorota,00,DHPS,A613S,281,0%,0,A613,5,14
18GNLa00xp002PfF1290,Pooled,18,Lay-Sarè,00,DHFR,A16V,283,0%,0,A16,5,2
18GNMa00xp013PfF1290,Pooled,18,Maferinyah,00,K13,P441L,281,0%,0,P441,5,13
19GNDo00xp001PfF1290,Pooled,19,Dorota,00,K13,A675V,281,0%,0,A675,5,1
18GNLa00xp004PfF1290,Pooled,18,Lay-Sarè,00,K13,V568G,282,0%,0,V568,5,4
19GNDo00xp038PfF1290,Pooled,19,Dorota,00,K13,G449A,282,0%,0,G449,2,38
19GNHa00xp004PfF1290,Pooled,19,Hamdalaye,00,K13,P553L,282,0%,0,P553,5,4
19GNHa00xp004PfF1290,Pooled,19,Hamdalaye,00,K13,P574L,282,0%,0,P574,5,4
