Sample,Pooled,Year,SITE,TreatmentDay,GENE,G_annotation,COVERAGE,VAF,VF,SNP,PooledSize
18GNLS00A0129PfF1290,Individual,18,Lay-Sarè,00,K13,I543T,33,0%,0,I543,1
18GNMa00A0129PfF1290,Individual,18,Maferinyah,00,DHFR,A16V,33,0%,0,A16,1
19GNDo00A0127PfF1290,Individual,19,Dorota,00,K13,A578S,33,0%,0,A578,1
18GNLa00A0115PfF1121,Individual,18,Lay-Sarè,00,K13,D584V,323,0%,0,D584,1
17GNHa14F0097PfF1290,Individual,17,Hamdalaye,14,mitochondrial genome - CYTB CDS,I258M,326,0%,0,I258,1
18GNLa00A0115PfF1121,Individual,18,Lay-Sarè,00,K13,A578S,329,0%,0,A578,1
17GNDo00F0002PfF1290,Individual,17,Dorota,00,K13,F446I,33,0%,0,F446,1
17GNHa25A0217PfF1290,Individual,17,Hamdalaye,25,DHFR,I164L,33,0%,0,I164,1
18GNLS00A0112PfF1290,Individual,18,Lay-Sarè,00,K13,C469F,33,0%,0,C469,1
18GNLS00A0112PfF1290,Individual,18,Lay-Sarè,00,K13,C469Y,33,0%,0,C469,1
18GNLS00A0117PfF1290,Individual,18,Lay-Sarè,00,K13,V568G,33,0%,0,V568,1
18GNLS00A0129PfF1290,Individual,18,Lay-Sarè,00,K13,R539T,33,0%,0,R539,1
18GNLS14F0141PfF1290,Individual,18,Lay-Sarè,14,K13,Y493H,33,0%,0,Y493,1
18GNLS14F0141PfF1290,Individual,18,Lay-Sarè,14,K13,R561H,33,0%,0,R561,1
18GNLS14F0141PfF1290,Individual,18,Lay-Sarè,14,K13,R622I,33,0%,0,R622,1
18GNMa21A0097PfF1290,Individual,18,Maferinyah,21,K13,P441L,33,0%,0,P441,1
18GNLS00A0012PfF1290,Individual,18,Lay-Sarè,00,K13,F446I,34,0%,0,F446,1
18GNLS00A0129PfF1290,Individual,18,Lay-Sarè,00,K13,N537I,34,0%,0,N537,1
19GNDo00A0134PfF1290,Individual,19,Dorota,00,DHFR,I164L,34,0%,0,I164,1
19GNHa00F0172PfF1290,Individual,19,Hamdalaye,00,K13,C469F,34,0%,0,C469,1
19GNHa00F0172PfF1290,Individual,19,Hamdalaye,00,K13,C469Y,34,0%,0,C469,1
17GNDo00F0002PfF1290,Individual,17,Dorota,00,K13,P527H,34,0%,0,P527,1
18GNLS00A0112PfF1290,Individual,18,Lay-Sarè,00,K13,R622I,34,0%,0,R622,1
18GNLS00A0129PfF1290,Individual,18,Lay-Sarè,00,K13,G538V,34,0%,0,G538,1
18GNLS14F0141PfF1290,Individual,18,Lay-Sarè,14,K13,A481V,34,0%,0,A481,1
18GNLS21A0112PfF1290,Individual,18,Lay-Sarè,21,DHFR,A16V,34,0%,0,A16,1
18GNMa00A0014PfF1290,Individual,18,Maferinyah,00,DHPS,A581G,34,0%,0,A581,1
18GNMa00A0177PfF1290,Individual,18,Maferinyah,00,DHPS,A437G,34,0%,0,A437,1
19GNDo00A0127PfF1290,Individual,19,Dorota,00,K13,D584V,34,0%,0,D584,1
19GNDo21A0127PfF1290,Individual,19,Dorota,21,K13,N537I,34,0%,0,N537,1
18GNLS00A0127PfF1290,Individual,18,Lay-Sarè,00,K13,C469F,35,0%,0,C469,1
18GNLS00A0127PfF1290,Individual,18,Lay-Sarè,00,K13,C469Y,35,0%,0,C469,1
18GNLS00A0129PfF1290,Individual,18,Lay-Sarè,00,K13,R515K,35,0%,0,R515,1
18GNLS00F0141PfF1290,Individual,18,Lay-Sarè,00,K13,R622I,35,0%,0,R622,1
18GNLS21A0117PfF1290,Individual,18,Lay-Sarè,21,K13,F446I,35,0%,0,F446,1
18GNLS21A0117PfF1290,Individual,18,Lay-Sarè,21,K13,G449A,35,0%,0,G449,1
19GNDo21A0127PfF1290,Individual,19,Dorota,21,K13,R539T,35,0%,0,R539,1
18GNLS14F0141PfF1290,Individual,18,Lay-Sarè,14,K13,V568G,36,0%,0,V568,1
19GNDo27A0134PfF1290,Individual,19,Dorota,27,DHFR,A16V,36,0%,0,A16,1
17GNDo21F0002PfF1290,Individual,17,Dorota,21,mitochondrial genome - CYTB CDS,Y268N,341,0%,0,Y268,1
17GNDo00F0002PfF1290,Individual,17,Dorota,00,K13,C469F,35,0%,0,C469,1
17GNDo00F0002PfF1290,Individual,17,Dorota,00,K13,C469Y,35,0%,0,C469,1
17GNHa00F0137PfF1290,Individual,17,Hamdalaye,00,K13,R515K,35,0%,0,R515,1
17GNHa00F0137PfF1290,Individual,17,Hamdalaye,00,K13,D584V,35,0%,0,D584,1
18GNLS00A0012PfF1290,Individual,18,Lay-Sarè,00,K13,P441L,35,0%,0,P441,1
18GNLS00A0131PfF1290,Individual,18,Lay-Sarè,00,mitochondrial genome - CYTB CDS,I258M,35,0%,0,I258,1
18GNLS14F0141PfF1290,Individual,18,Lay-Sarè,14,K13,P553L,35,0%,0,P553,1
18GNLS14F0141PfF1290,Individual,18,Lay-Sarè,14,K13,P574L,35,0%,0,P574,1
18GNLS21A0129PfF1290,Individual,18,Lay-Sarè,21,DHFR,I164L,35,0%,0,I164,1
19GNDo21A0127PfF1290,Individual,19,Dorota,21,K13,G538V,35,0%,0,G538,1
19GNHa00F0172PfF1290,Individual,19,Hamdalaye,00,K13,Y493H,35,0%,0,Y493,1
18GNLS21A0117PfF1290,Individual,18,Lay-Sarè,21,K13,Y493H,36,0%,0,Y493,1
19GNHa28A0163PfF1290,Individual,19,Hamdalaye,28,DHFR,I164L,37,0%,0,I164,1
17GNDo00A0006PfF1290,Individual,17,Dorota,00,K13,A675V,36,0%,0,A675,1
17GNDo00F0002PfF1290,Individual,17,Dorota,00,K13,N458Y,36,0%,0,N458,1
17GNHa00A0159PfF1290,Individual,17,Hamdalaye,00,mitochondrial genome - CYTB CDS,Y268N,36,0%,0,Y268,1
18GNLS00A0117PfF1290,Individual,18,Lay-Sarè,00,K13,R561H,36,0%,0,R561,1
18GNLS00A0117PfF1290,Individual,18,Lay-Sarè,00,K13,P574L,36,0%,0,P574,1
18GNLS00A0129PfF1290,Individual,18,Lay-Sarè,00,K13,D584V,36,0%,0,D584,1
19GNDo21A0127PfF1290,Individual,19,Dorota,21,K13,P441L,36,0%,0,P441,1
17GNHa14F0097PfF1290,Individual,17,Hamdalaye,14,DHPS,K540E,37,0%,0,K540,1
19GNDo21A0127PfF1290,Individual,19,Dorota,21,K13,P527H,37,0%,0,P527,1
18GNLS14F0141PfF1290,Individual,18,Lay-Sarè,14,K13,M476I,38,0%,0,M476,1
17GNHa16F0011PfF1290,Individual,17,Hamdalaye,16,K13,A675V,37,0%,0,A675,1
18GNLS00A0129PfF1290,Individual,18,Lay-Sarè,00,K13,A578S,37,0%,0,A578,1
18GNLS14A0127PfF1290,Individual,18,Lay-Sarè,14,DHFR,A16V,37,0%,0,A16,1
18GNLS21A0112PfF1290,Individual,18,Lay-Sarè,21,K13,P441L,37,0%,0,P441,1
18GNMa21A0001PfF1290,Individual,18,Maferinyah,21,mitochondrial genome - CYTB CDS,Y268N,37,0%,0,Y268,1
18GNLS00A0112PfF1290,Individual,18,Lay-Sarè,00,K13,R515K,38,0%,0,R515,1
18GNLS00A0112PfF1290,Individual,18,Lay-Sarè,00,K13,N537I,38,0%,0,N537,1
17GNDo00A0006PfF1290,Individual,17,Dorota,00,K13,P441L,38,0%,0,P441,1
17GNDo00F0019PfF1290,Individual,17,Dorota,00,K13,R622I,38,0%,0,R622,1
18GNLS00A0112PfF1290,Individual,18,Lay-Sarè,00,K13,Y493H,38,0%,0,Y493,1
18GNLS00A0129PfF1290,Individual,18,Lay-Sarè,00,K13,C580Y,38,0%,0,C580,1
18GNLS14F0141PfF1290,Individual,18,Lay-Sarè,14,K13,G449A,38,0%,0,G449,1
18GNLS21A0117PfF1290,Individual,18,Lay-Sarè,21,K13,R622I,38,0%,0,R622,1
17GNDo00A0006PfF1290,Individual,17,Dorota,00,K13,R622I,39,0%,0,R622,1
18GNLS00A0112PfF1290,Individual,18,Lay-Sarè,00,K13,G538V,39,0%,0,G538,1
17GNDo00F0055PfF1290,Individual,17,Dorota,00,DHFR,I164L,40,0%,0,I164,1
18GNMa00A0177PfF1290,Individual,18,Maferinyah,00,DHFR,I164L,40,0%,0,I164,1
19GNDo21A0127PfF1290,Individual,19,Dorota,21,K13,R515K,40,0%,0,R515,1
17GNHa21F0165PfF1290,Individual,17,Hamdalaye,21,mitochondrial genome - CYTB CDS,Y268N,39,0%,0,Y268,1
18GNLS00A0012PfF1290,Individual,18,Lay-Sarè,00,mitochondrial genome - CYTB CDS,I258M,39,0%,0,I258,1
18GNLS00A0112PfF1290,Individual,18,Lay-Sarè,00,K13,R539T,39,0%,0,R539,1
18GNLS00A0127PfF1290,Individual,18,Lay-Sarè,00,K13,D584V,39,0%,0,D584,1
18GNLS21A0112PfF1290,Individual,18,Lay-Sarè,21,K13,F446I,39,0%,0,F446,1
18GNLS21A0112PfF1290,Individual,18,Lay-Sarè,21,K13,M476I,39,0%,0,M476,1
19GNDo21A0127PfF1290,Individual,19,Dorota,21,K13,I543T,39,0%,0,I543,1
19GNHa00F0172PfF1290,Individual,19,Hamdalaye,00,K13,P441L,39,0%,0,P441,1
18GNLS00A0103PfF1290,Individual,18,Lay-Sarè,00,K13,A481V,40,0%,0,A481,1
17GNDo00F0055PfF1290,Individual,17,Dorota,00,K13,M476I,42,0%,0,M476,1
17GNDo00A0006PfF1290,Individual,17,Dorota,00,PfCRT,C72S,4,0%,0,C72,1
17GNDo00A0006PfF1290,Individual,17,Dorota,00,PfCRT,F145I,4,0%,0,F145,1
17GNDo00F0002PfF1290,Individual,17,Dorota,00,DHPS,K540E,4,0%,0,K540,1
17GNDo00F0002PfF1290,Individual,17,Dorota,00,DHPS,A581G,4,0%,0,A581,1
17GNDo00F0055PfF1290,Individual,17,Dorota,00,DHPS,K540E,4,0%,0,K540,1
17GNDo21F0019PfF1290,Individual,17,Dorota,21,DHPS,A613S,4,0%,0,A613,1
17GNDo21F0019PfF1290,Individual,17,Dorota,21,PfCRT,M343L,4,0%,0,M343,1
17GNDo21F0055PfF1290,Individual,17,Dorota,21,K13,C469F,4,0%,0,C469,1
17GNDo21F0055PfF1290,Individual,17,Dorota,21,K13,C469Y,4,0%,0,C469,1
17GNDo21F0055PfF1290,Individual,17,Dorota,21,K13,M476I,4,0%,0,M476,1
17GNDo21F0055PfF1290,Individual,17,Dorota,21,K13,A481V,4,0%,0,A481,1
17GNDo21F0055PfF1290,Individual,17,Dorota,21,K13,R622I,4,0%,0,R622,1
17GNDo21F0055PfF1290,Individual,17,Dorota,21,K13,A675V,4,0%,0,A675,1
17GNHa00A0002PfF1290,Individual,17,Hamdalaye,00,K13,R622I,4,0%,0,R622,1
17GNHa00A0142PfF1290,Individual,17,Hamdalaye,00,DHFR,I164L,4,0%,0,I164,1
17GNHa00A0142PfF1290,Individual,17,Hamdalaye,00,K13,P441L,4,0%,0,P441,1
17GNHa00A0142PfF1290,Individual,17,Hamdalaye,00,K13,F446I,4,0%,0,F446,1
17GNHa00A0142PfF1290,Individual,17,Hamdalaye,00,K13,G449A,4,0%,0,G449,1
17GNHa00A0142PfF1290,Individual,17,Hamdalaye,00,K13,N458Y,4,0%,0,N458,1
17GNHa00A0142PfF1290,Individual,17,Hamdalaye,00,K13,R515K,4,0%,0,R515,1
17GNHa00A0142PfF1290,Individual,17,Hamdalaye,00,K13,P527H,4,0%,0,P527,1
17GNHa00A0142PfF1290,Individual,17,Hamdalaye,00,K13,N537I,4,0%,0,N537,1
17GNHa00A0142PfF1290,Individual,17,Hamdalaye,00,K13,G538V,4,0%,0,G538,1
17GNHa00A0142PfF1290,Individual,17,Hamdalaye,00,K13,R539T,4,0%,0,R539,1
17GNHa00A0142PfF1290,Individual,17,Hamdalaye,00,K13,R561H,4,0%,0,R561,1
17GNHa00A0142PfF1290,Individual,17,Hamdalaye,00,K13,P574L,4,0%,0,P574,1
17GNHa00A0142PfF1290,Individual,17,Hamdalaye,00,K13,A578S,4,0%,0,A578,1
17GNHa00A0142PfF1290,Individual,17,Hamdalaye,00,K13,A675V,4,0%,0,A675,1
17GNHa00A0159PfF1290,Individual,17,Hamdalaye,00,DHFR,I164L,4,0%,0,I164,1
17GNHa00A0217PfF1290,Individual,17,Hamdalaye,00,DHPS,A613S,4,0%,0,A613,1
17GNHa00F0097PfF1290,Individual,17,Hamdalaye,00,DHFR,A16V,4,0%,0,A16,1
17GNHa00F0097PfF1290,Individual,17,Hamdalaye,00,K13,P441L,4,0%,0,P441,1
17GNHa00F0097PfF1290,Individual,17,Hamdalaye,00,K13,R622I,4,0%,0,R622,1
17GNHa00F0137PfF1290,Individual,17,Hamdalaye,00,DHFR,I164L,4,0%,0,I164,1
17GNHa00F0165PfF1290,Individual,17,Hamdalaye,00,DHFR,I164L,4,0%,0,I164,1
17GNHa14F0097PfF1290,Individual,17,Hamdalaye,14,PfCRT,C72S,4,0%,0,C72,1
17GNHa21F0137PfF1290,Individual,17,Hamdalaye,21,DHFR,A16V,4,0%,0,A16,1
17GNHa21F0165PfF1290,Individual,17,Hamdalaye,21,K13,N537I,4,0%,0,N537,1
17GNHa21F0165PfF1290,Individual,17,Hamdalaye,21,K13,G538V,4,0%,0,G538,1
17GNHa21F0165PfF1290,Individual,17,Hamdalaye,21,K13,R539T,4,0%,0,R539,1
17GNHa25A0217PfF1290,Individual,17,Hamdalaye,25,PfCRT,F145I,4,0%,0,F145,1
18GNLa07A0115PfF1121,Individual,18,Lay-Sarè,07,K13,R622I,4,0%,0,R622,1
18GNLS00A0012PfF1290,Individual,18,Lay-Sarè,00,DHPS,K540E,4,0%,0,K540,1
18GNLS00A0097PfF1290,Individual,18,Lay-Sarè,00,K13,P553L,4,0%,0,P553,1
18GNLS00A0097PfF1290,Individual,18,Lay-Sarè,00,K13,R561H,4,0%,0,R561,1
18GNLS00A0097PfF1290,Individual,18,Lay-Sarè,00,K13,V568G,4,0%,0,V568,1
18GNLS00A0097PfF1290,Individual,18,Lay-Sarè,00,K13,P574L,4,0%,0,P574,1
18GNLS00A0127PfF1290,Individual,18,Lay-Sarè,00,DHPS,K540E,4,0%,0,K540,1
18GNLS00A0129PfF1290,Individual,18,Lay-Sarè,00,DHPS,A437G,4,0%,0,A437,1
18GNLS00A0131PfF1290,Individual,18,Lay-Sarè,00,PfMDR1 ,S1034C,4,0%,0,S1034,1
18GNLS14F0141PfF1290,Individual,18,Lay-Sarè,14,DHPS,K540E,4,0%,0,K540,1
18GNLS21A0012PfF1290,Individual,18,Lay-Sarè,21,DHFR,I164L,4,0%,0,I164,1
18GNLS21A0097PfF1290,Individual,18,Lay-Sarè,21,DHFR,A16V,4,0%,0,A16,1
18GNLS21A0097PfF1290,Individual,18,Lay-Sarè,21,K13,N537I,4,0%,0,N537,1
18GNLS21A0097PfF1290,Individual,18,Lay-Sarè,21,K13,G538V,4,0%,0,G538,1
18GNLS21A0097PfF1290,Individual,18,Lay-Sarè,21,K13,R539T,4,0%,0,R539,1
18GNLS21A0097PfF1290,Individual,18,Lay-Sarè,21,K13,I543T,4,0%,0,I543,1
18GNLS21A0103PfF1290,Individual,18,Lay-Sarè,21,DHPS,K540E,4,0%,0,K540,1
18GNLS21A0112PfF1290,Individual,18,Lay-Sarè,21,DHPS,K540E,4,0%,0,K540,1
18GNLS21A0117PfF1290,Individual,18,Lay-Sarè,21,DHPS,A581G,4,0%,0,A581,1
18GNLS21A0117PfF1290,Individual,18,Lay-Sarè,21,DHPS,A613S,4,0%,0,A613,1
18GNLS21A0131PfF1290,Individual,18,Lay-Sarè,21,DHFR,I164L,4,0%,0,I164,1
18GNLS21A0131PfF1290,Individual,18,Lay-Sarè,21,K13,A675V,4,0%,0,A675,1
18GNMa00A0001PfF1290,Individual,18,Maferinyah,00,DHPS,A581G,4,0%,0,A581,1
18GNMa00A0001PfF1290,Individual,18,Maferinyah,00,DHPS,A613S,4,0%,0,A613,1
18GNMa00A0014PfF1290,Individual,18,Maferinyah,00,PfCRT,Q271E,4,0%,0,Q271,1
18GNMa00A0106PfF1290,Individual,18,Maferinyah,00,K13,A481V,4,0%,0,A481,1
18GNMa00A0177PfF1290,Individual,18,Maferinyah,00,PfCRT,T93S,4,0%,0,T93,1
18GNMa00A0177PfF1290,Individual,18,Maferinyah,00,PfCRT,H97Y,4,0%,0,H97,1
18GNMa21A0014PfF1290,Individual,18,Maferinyah,21,PfCRT,F145I,4,0%,0,F145,1
18GNMa21A0014PfF1290,Individual,18,Maferinyah,21,PfMDR1 ,S1034C,4,0%,0,S1034,1
18GNMa21A0014PfF1290,Individual,18,Maferinyah,21,PfMDR1 ,N1042D,4,0%,0,N1042,1
18GNMa21A0097PfF1290,Individual,18,Maferinyah,21,DHFR,I164L,4,0%,0,I164,1
18GNMa21A0106PfF1290,Individual,18,Maferinyah,21,DHPS,A581G,4,0%,0,A581,1
18GNMa21A0106PfF1290,Individual,18,Maferinyah,21,PfCRT,T93S,4,0%,0,T93,1
18GNMa21A0106PfF1290,Individual,18,Maferinyah,21,PfCRT,H97Y,4,0%,0,H97,1
18GNMa21A0177PfF1290,Individual,18,Maferinyah,21,DHFR,A16V,4,0%,0,A16,1
18GNMa21A0177PfF1290,Individual,18,Maferinyah,21,K13,I543T,4,0%,0,I543,1
18GNMa21A0177PfF1290,Individual,18,Maferinyah,21,K13,R622I,4,0%,0,R622,1
19GNDo00A0127PfF1290,Individual,19,Dorota,00,DHPS,S436A,4,0%,0,S436,1
19GNDo27A0134PfF1290,Individual,19,Dorota,27,PfMDR1 ,Y184F,4,0%,0,Y184,1
19GNHa00A0077PfF1290,Individual,19,Hamdalaye,00,DHPS,S436A,4,0%,0,S436,1
19GNHa00F0172PfF1290,Individual,19,Hamdalaye,00,PfCRT,T93S,4,0%,0,T93,1
19GNHa00F0172PfF1290,Individual,19,Hamdalaye,00,PfCRT,H97Y,4,0%,0,H97,1
19GNHa00F0172PfF1290,Individual,19,Hamdalaye,00,PfCRT,F145I,4,0%,0,F145,1
19GNHa14A0077PfF1290,Individual,19,Hamdalaye,14,PfMDR1 ,S1034C,4,0%,0,S1034,1
17GNDo21A0006PfF1290,Individual,17,Dorota,21,DHFR,A16V,5,0%,0,A16,1
18GNLS00A0097PfF1290,Individual,18,Lay-Sarè,00,K13,M476I,5,0%,0,M476,1
19GNHa00A0163PfF1290,Individual,19,Hamdalaye,00,PfCRT,C72S,5,0%,0,C72,1
17GNDo00A0006PfF1290,Individual,17,Dorota,00,K13,F446I,40,0%,0,F446,1
18GNLS00A0103PfF1290,Individual,18,Lay-Sarè,00,K13,M476I,40,0%,0,M476,1
18GNLS00A0136PfF1290,Individual,18,Lay-Sarè,00,DHPS,A613S,40,0%,0,A613,1
18GNLS14F0141PfF1290,Individual,18,Lay-Sarè,14,K13,N458Y,40,0%,0,N458,1
18GNLS14F0141PfF1290,Individual,18,Lay-Sarè,14,K13,C580Y,40,0%,0,C580,1
18GNLS21A0112PfF1290,Individual,18,Lay-Sarè,21,K13,G449A,40,0%,0,G449,1
18GNLS21A0112PfF1290,Individual,18,Lay-Sarè,21,K13,A481V,40,0%,0,A481,1
18GNMa21A0097PfF1290,Individual,18,Maferinyah,21,K13,F446I,40,0%,0,F446,1
19GNHa00A0163PfF1290,Individual,19,Hamdalaye,00,DHPS,A581G,40,0%,0,A581,1
17GNDo00A0006PfF1290,Individual,17,Dorota,00,K13,G449A,41,0%,0,G449,1
17GNDo21F0002PfF1290,Individual,17,Dorota,21,K13,A675V,41,0%,0,A675,1
17GNHa14F0097PfF1290,Individual,17,Hamdalaye,14,DHFR,I164L,41,0%,0,I164,1
18GNLS00A0112PfF1290,Individual,18,Lay-Sarè,00,K13,R561H,41,0%,0,R561,1
18GNLS14F0141PfF1290,Individual,18,Lay-Sarè,14,K13,C469F,41,0%,0,C469,1
18GNLS14F0141PfF1290,Individual,18,Lay-Sarè,14,K13,C469Y,41,0%,0,C469,1
17GNDo00F0055PfF1290,Individual,17,Dorota,00,K13,A481V,42,0%,0,A481,1
17GNDo00A0006PfF1290,Individual,17,Dorota,00,mitochondrial genome - CYTB CDS,Y268N,41,0%,0,Y268,1
18GNLS00A0112PfF1290,Individual,18,Lay-Sarè,00,K13,I543T,41,0%,0,I543,1
18GNLS00A0127PfF1290,Individual,18,Lay-Sarè,00,K13,C580Y,41,0%,0,C580,1
18GNLS14F0141PfF1290,Individual,18,Lay-Sarè,14,K13,A578S,41,0%,0,A578,1
18GNLS21A0112PfF1290,Individual,18,Lay-Sarè,21,K13,Y493H,41,0%,0,Y493,1
18GNMa00A0106PfF1290,Individual,18,Maferinyah,00,mitochondrial genome - CYTB CDS,Y268N,41,0%,0,Y268,1
19GNDo21A0127PfF1290,Individual,19,Dorota,21,K13,F446I,41,0%,0,F446,1
19GNHa00A0163PfF1290,Individual,19,Hamdalaye,00,DHPS,S436A,41,0%,0,S436,1
17GNHa25A0217PfF1290,Individual,17,Hamdalaye,25,DHFR,A16V,42,0%,0,A16,1
18GNLS00A0112PfF1290,Individual,18,Lay-Sarè,00,K13,P553L,42,0%,0,P553,1
19GNDo21A0127PfF1290,Individual,19,Dorota,21,K13,G449A,42,0%,0,G449,1
19GNHa00F0172PfF1290,Individual,19,Hamdalaye,00,K13,G449A,42,0%,0,G449,1
19GNHa28A0163PfF1290,Individual,19,Hamdalaye,28,DHFR,A16V,42,0%,0,A16,1
18GNLS21A0103PfF1290,Individual,18,Lay-Sarè,21,DHFR,A16V,43,0%,0,A16,1
17GNDo00F0055PfF1290,Individual,17,Dorota,00,K13,A578S,42,0%,0,A578,1
17GNDo21A0006PfF1290,Individual,17,Dorota,21,mitochondrial genome - CYTB CDS,Y268N,42,0%,0,Y268,1
17GNHa00A0159PfF1290,Individual,17,Hamdalaye,00,mitochondrial genome - CYTB CDS,I258M,42,0%,0,I258,1
17GNHa21F0165PfF1290,Individual,17,Hamdalaye,21,mitochondrial genome - CYTB CDS,I258M,42,0%,0,I258,1
18GNLS00A0112PfF1290,Individual,18,Lay-Sarè,00,K13,V568G,42,0%,0,V568,1
18GNLS00A0127PfF1290,Individual,18,Lay-Sarè,00,K13,P574L,42,0%,0,P574,1
18GNLS00A0127PfF1290,Individual,18,Lay-Sarè,00,K13,A578S,42,0%,0,A578,1
18GNLS21A0112PfF1290,Individual,18,Lay-Sarè,21,K13,C469F,42,0%,0,C469,1
18GNLS21A0112PfF1290,Individual,18,Lay-Sarè,21,K13,C469Y,42,0%,0,C469,1
18GNLS21A0112PfF1290,Individual,18,Lay-Sarè,21,K13,A675V,42,0%,0,A675,1
18GNMa21A0097PfF1290,Individual,18,Maferinyah,21,K13,G449A,42,0%,0,G449,1
19GNDo21A0127PfF1290,Individual,19,Dorota,21,K13,N458Y,42,0%,0,N458,1
19GNHa00A0077PfF1290,Individual,19,Hamdalaye,00,K13,P441L,42,0%,0,P441,1
19GNHa00A0077PfF1290,Individual,19,Hamdalaye,00,K13,F446I,42,0%,0,F446,1
19GNHa00F0172PfF1290,Individual,19,Hamdalaye,00,K13,F446I,42,0%,0,F446,1
19GNHa00F0172PfF1290,Individual,19,Hamdalaye,00,K13,P574L,42,0%,0,P574,1
19GNHa00F0172PfF1290,Individual,19,Hamdalaye,00,K13,A578S,42,0%,0,A578,1
19GNHa00F0172PfF1290,Individual,19,Hamdalaye,00,K13,D584V,42,0%,0,D584,1
18GNLS00A0012PfF1290,Individual,18,Lay-Sarè,00,K13,G449A,43,0%,0,G449,1
19GNDo27A0134PfF1290,Individual,19,Dorota,27,K13,A675V,43,0%,0,A675,1
18GNLS00A0127PfF1290,Individual,18,Lay-Sarè,00,K13,P553L,44,0%,0,P553,1
17GNDo00F0055PfF1290,Individual,17,Dorota,00,K13,C580Y,43,0%,0,C580,1
18GNLS00A0112PfF1290,Individual,18,Lay-Sarè,00,K13,P574L,43,0%,0,P574,1
18GNLS00F0141PfF1290,Individual,18,Lay-Sarè,00,K13,A675V,43,0%,0,A675,1
18GNLS14F0141PfF1290,Individual,18,Lay-Sarè,14,K13,D584V,43,0%,0,D584,1
19GNHa00F0172PfF1290,Individual,19,Hamdalaye,00,K13,N458Y,43,0%,0,N458,1
19GNHa00F0172PfF1290,Individual,19,Hamdalaye,00,K13,C580Y,43,0%,0,C580,1
18GNLS21A0112PfF1290,Individual,18,Lay-Sarè,21,K13,R622I,44,0%,0,R622,1
18GNMa21A0014PfF1290,Individual,18,Maferinyah,21,DHPS,A613S,44,0%,0,A613,1
19GNDo21A0127PfF1290,Individual,19,Dorota,21,K13,C469F,44,0%,0,C469,1
19GNDo21A0127PfF1290,Individual,19,Dorota,21,K13,C469Y,44,0%,0,C469,1
17GNDo00F0055PfF1290,Individual,17,Dorota,00,K13,C469F,45,0%,0,C469,1
17GNDo00F0055PfF1290,Individual,17,Dorota,00,K13,C469Y,45,0%,0,C469,1
18GNMa00A0001PfF1290,Individual,18,Maferinyah,00,K13,R622I,45,0%,0,R622,1
17GNDo00F0055PfF1290,Individual,17,Dorota,00,mitochondrial genome - CYTB CDS,Y268N,434,0%,0,Y268,1
17GNDo00A0006PfF1290,Individual,17,Dorota,00,K13,N458Y,44,0%,0,N458,1
17GNDo00F0019PfF1290,Individual,17,Dorota,00,K13,A675V,44,0%,0,A675,1
17GNDo00F0055PfF1290,Individual,17,Dorota,00,K13,R561H,44,0%,0,R561,1
18GNLS00A0103PfF1290,Individual,18,Lay-Sarè,00,K13,Y493H,44,0%,0,Y493,1
18GNLS21A0117PfF1290,Individual,18,Lay-Sarè,21,K13,R515K,44,0%,0,R515,1
18GNLS21A0131PfF1290,Individual,18,Lay-Sarè,21,mitochondrial genome - CYTB CDS,Y268N,44,0%,0,Y268,1
18GNMa21A0001PfF1290,Individual,18,Maferinyah,21,mitochondrial genome - CYTB CDS,I258M,44,0%,0,I258,1
17GNDo00A0006PfF1290,Individual,17,Dorota,00,K13,P574L,45,0%,0,P574,1
18GNLS00A0127PfF1290,Individual,18,Lay-Sarè,00,K13,P527H,45,0%,0,P527,1
18GNMa21A0106PfF1290,Individual,18,Maferinyah,21,K13,P441L,45,0%,0,P441,1
19GNDo21A0127PfF1290,Individual,19,Dorota,21,K13,P553L,45,0%,0,P553,1
19GNDo21A0127PfF1290,Individual,19,Dorota,21,K13,R561H,45,0%,0,R561,1
18GNLS00A0127PfF1290,Individual,18,Lay-Sarè,00,K13,R561H,46,0%,0,R561,1
18GNLS00A0103PfF1290,Individual,18,Lay-Sarè,00,K13,R515K,47,0%,0,R515,1
17GNDo21F0002PfF1290,Individual,17,Dorota,21,mitochondrial genome - CYTB CDS,I258M,447,0%,0,I258,1
18GNLS00A0112PfF1290,Individual,18,Lay-Sarè,00,K13,A578S,45,0%,0,A578,1
18GNMa00A0014PfF1290,Individual,18,Maferinyah,00,DHPS,A613S,45,0%,0,A613,1
18GNMa00A0097PfF1290,Individual,18,Maferinyah,00,K13,P441L,45,0%,0,P441,1
18GNMa21A0001PfF1290,Individual,18,Maferinyah,21,K13,F446I,45,0%,0,F446,1
18GNMa21A0097PfF1290,Individual,18,Maferinyah,21,K13,N458Y,45,0%,0,N458,1
19GNDo21A0127PfF1290,Individual,19,Dorota,21,K13,M476I,45,0%,0,M476,1
19GNDo21A0127PfF1290,Individual,19,Dorota,21,K13,Y493H,45,0%,0,Y493,1
17GNDo00F0055PfF1290,Individual,17,Dorota,00,K13,P574L,46,0%,0,P574,1
18GNLS00A0103PfF1290,Individual,18,Lay-Sarè,00,DHFR,A16V,46,0%,0,A16,1
18GNLS00A0127PfF1290,Individual,18,Lay-Sarè,00,K13,M476I,46,0%,0,M476,1
18GNLS00A0127PfF1290,Individual,18,Lay-Sarè,00,K13,V568G,46,0%,0,V568,1
